70,34
25,5
31,27
70,03
25,65
31,65
64,53
19,48
24,69
79,56
41,21
51,67
79,57
41,4
51,23
78,37
40,47
51,07
61,46
21,35
29,01
66,53
25,47
31,72
74,02
35,6
44,03
79,95
41,37
51,1
81,07
44,56
55,01
79,89
41,27
50,62
73,32
35,08
46,83
81,26
44,55
55,22
80,29
43,28
53,11
