62,2
15,58
22,16
75,82
26,32
33,08
59,28
22,01
29,66
94,64
70,77
79,1
94,37
68,8
76,39
94,72
70,4
78,33
77,49
25,48
35,86
57,64
20,95
28,43
76,03
46,31
57,55
94,06
68,71
75,64
95,4
73,87
80,97
94,62
71,19
78,07
85,57
49,04
61,01
95,35
73,97
80,62
41,6
29,11
37,07
