89,78
58,71
71,87
90,21
60,22
72,04
89,18
56,48
69,51
93,6
72,59
82,33
92,16
65,54
74,62
93,05
69,54
78,79
84,38
43,1
56,39
86,33
46,89
53,01
92,16
66,07
73,93
94,44
75,17
83,01
94,83
76,69
84,81
94,38
74,87
82,79
91,74
67,49
78,46
94,71
76,26
84,32
94,08
73,87
81,65
