base_lr,lr,data_time,grad_norm,loss,decode.loss_cls,decode.loss_mask,decode.loss_dice,decode.d0.loss_cls,decode.d0.loss_mask,decode.d0.loss_dice,decode.d1.loss_cls,decode.d1.loss_mask,decode.d1.loss_dice,decode.d2.loss_cls,decode.d2.loss_mask,decode.d2.loss_dice,decode.d3.loss_cls,decode.d3.loss_mask,decode.d3.loss_dice,decode.d4.loss_cls,decode.d4.loss_mask,decode.d4.loss_dice,decode.d5.loss_cls,decode.d5.loss_mask,decode.d5.loss_dice,decode.d6.loss_cls,decode.d6.loss_mask,decode.d6.loss_dice,decode.d7.loss_cls,decode.d7.loss_mask,decode.d7.loss_dice,decode.d8.loss_cls,decode.d8.loss_mask,decode.d8.loss_dice,time,iter,memory,step
1.877837266130674e-05,1.8778372661307195e-06,0.010081958770751954,334.6345355987549,16.811523818969725,0.10465697390027344,0.8737197309732437,0.6315465301275254,0.5482527881860733,0.8633060872554779,0.6474711984395981,0.11657486441545188,0.9024207144975662,0.6583690494298935,0.11295809124130755,0.8773935824632645,0.6392091304063797,0.12776759993284942,0.8723869949579239,0.632721796631813,0.09911979723256081,0.8995509922504425,0.6469187200069427,0.10374677204526961,0.8995039671659469,0.6519301950931549,0.13167334361933172,0.8738265007734298,0.649225240945816,0.11286412286572159,0.8705743461847305,0.6388140857219696,0.11596418453846127,0.8705236375331878,0.6385326594114303,0.5203078508377075,135050,15019,135050
1.8744500456735083e-05,1.8744500456735548e-06,0.009998559951782227,667.6068344116211,21.189358520507813,0.22127992063760757,1.0129794955253602,0.8189402043819427,0.7503531217575073,1.0072785377502442,0.8427800714969635,0.263704938814044,1.0036773145198823,0.8197806179523468,0.23984198588877917,1.0292834401130677,0.8132620751857758,0.29754614885896447,0.9999782860279083,0.7867959052324295,0.2551559690386057,1.0182406961917878,0.8066098749637604,0.25575257344171404,1.0053992986679077,0.800616717338562,0.24947542175650597,0.9915201902389527,0.8103397428989411,0.2600739853456616,0.9917482912540436,0.7807937741279602,0.22635171888396144,1.009551364183426,0.8202467739582062,0.5201552152633667,135100,7703,135100
1.8710621449828188e-05,1.8710621449828647e-06,0.010031819343566895,524.3533493041992,23.098744106292724,0.21134923663921654,1.0934392154216765,0.8954488843679428,0.6911927610635757,1.1105314075946808,0.8989099264144897,0.22287248228676618,1.1603264927864074,0.9407800793647766,0.23044960643164814,1.1506027579307556,0.8915009170770645,0.2726440567523241,1.0931954264640809,0.8951108455657959,0.21598007776774467,1.1935057580471038,0.9022704064846039,0.2522540556266904,1.1223130226135254,0.884290486574173,0.24176661437377334,1.1374021410942077,0.8738547325134277,0.2170245185960084,1.1477918565273284,0.8968912124633789,0.23137299320660532,1.1316610455513,0.8920118808746338,0.5207484722137451,135150,7707,135150
1.8676735625529057e-05,1.86767356255295e-06,0.010007405281066894,545.0870063781738,15.543496036529541,0.07960170325823128,0.8291941821575165,0.5958978176116944,0.4842440754175186,0.8277508050203324,0.5885567426681518,0.06949995472095907,0.8471670806407928,0.6125823974609375,0.05355778310913593,0.8429256200790405,0.6046854972839355,0.07470715013332666,0.8405697286128998,0.5962980061769485,0.08639963106252253,0.8362358868122101,0.5932577908039093,0.09399329160805792,0.8388766944408417,0.5890993118286133,0.09738522744737566,0.8392333984375,0.6013546556234359,0.08275560282636434,0.8298648655414581,0.5862891167402268,0.07919662818312645,0.8406900048255921,0.6016253530979156,0.5212291955947876,135200,7695,135200
1.864284296871689e-05,1.8642842968717342e-06,0.010005736351013183,310.2602758407593,16.057601833343504,0.13200361649505793,0.7977958947420121,0.6109627187252045,0.5303283393383026,0.8538045525550843,0.6460182458162308,0.12054549800232053,0.8189939081668853,0.6294559836387634,0.13826260357163847,0.7988894045352936,0.625374236702919,0.1446944832801819,0.7942591726779937,0.6095983177423477,0.13606199510395528,0.7998208045959473,0.6187656491994857,0.12819285625591875,0.7978998631238937,0.636252936720848,0.14749921644106506,0.7964842140674591,0.6419822424650192,0.1515609949827194,0.790361487865448,0.6021843791007996,0.12438632249832153,0.7987209528684616,0.6364405870437622,0.520642900466919,135250,7703,135250
1.8608943464206783e-05,1.8608943464207239e-06,0.010089612007141114,232.47280578613282,18.04691219329834,0.16291273133829237,0.9460764586925506,0.6475669950246811,0.5628475934267044,0.9384379684925079,0.658433273434639,0.17786641912534834,0.9347923874855042,0.6525582939386367,0.14603272397071124,0.9417556583881378,0.6424252718687058,0.1445510985329747,0.9588295519351959,0.6621357679367066,0.1486530277878046,0.971414577960968,0.6655050456523895,0.16195754776708782,0.9491237819194793,0.6590044319629669,0.17487009670585393,0.9456379354000092,0.6389597713947296,0.17754397382959725,0.9460116326808929,0.6513335138559342,0.1666989942546934,0.9575548291206359,0.6554212778806686,0.5218143463134766,135300,7708,135300
1.8575037096749288e-05,1.8575037096749735e-06,0.009971523284912109,751.3826755523681,14.573245239257812,0.03986262078396976,0.833876371383667,0.5389453500509263,0.5302482515573501,0.7864234685897827,0.5206564635038375,0.05905122980475426,0.832701250910759,0.53930883705616,0.04988986356183887,0.8261731207370758,0.5386742949485779,0.04114068383350968,0.8255576372146607,0.5317033708095551,0.0450103500392288,0.8273920953273773,0.5355262458324432,0.04597784774377942,0.8319297790527344,0.547119140625,0.04454419016838074,0.8255293190479278,0.5403862923383713,0.04252040148712695,0.8405137419700622,0.5439906388521194,0.04709306266158819,0.8251462459564209,0.5363536566495896,0.5209784030914306,135350,7697,135350
1.854112385102995e-05,1.8541123851030393e-06,0.009960341453552245,192.10815353393554,12.663526725769042,0.04478268581442535,0.7163662642240525,0.46006774306297304,0.5281058818101882,0.6719374746084213,0.46671473383903506,0.0511371236294508,0.7188170850276947,0.4727500587701797,0.03887953620869666,0.7210038423538208,0.4700935482978821,0.08094808163587004,0.6741869211196899,0.4558947294950485,0.0824444754049182,0.6806723117828369,0.45643713474273684,0.07712060541380197,0.679642128944397,0.45312083661556246,0.07523756572045386,0.6808921694755554,0.4545532464981079,0.04803163302130997,0.7187488079071045,0.4640927881002426,0.036481284094043075,0.7164743155241012,0.4678916037082672,0.520770812034607,135400,7699,135400
1.850720371166896e-05,1.8507203711669409e-06,0.010046100616455078,706.657975769043,16.627313709259035,0.172802296676673,0.8777251273393631,0.6182667165994644,0.5073527932167053,0.8523667454719543,0.6183048069477082,0.1534827517112717,0.8640146255493164,0.6121750622987747,0.2034982118755579,0.8068178832530976,0.6091379165649414,0.17497375519014896,0.8389219671487809,0.6085415303707122,0.16957778758369385,0.8574625253677368,0.5864238888025284,0.16018171720206736,0.8554465562105179,0.6182049334049224,0.18709466480650008,0.835888284444809,0.6065971910953522,0.16050455928780138,0.8315830767154694,0.6031585961580277,0.17490663095377385,0.8526365131139755,0.6092646032571792,0.5206776142120362,135450,7696,135450
1.847327666322071e-05,1.8473276663221161e-06,0.009975934028625488,317.4075752258301,16.34002618789673,0.1833234779071063,0.8466699123382568,0.5684181362390518,0.5585180133581161,0.9013521283864975,0.61073639690876,0.1804030050523579,0.858622694015503,0.561862787604332,0.1577981213107705,0.8433463096618652,0.549137932062149,0.17665758095681666,0.831469789147377,0.5478535383939743,0.16683254833333194,0.8589253515005112,0.5673852354288101,0.16939158351160585,0.8522372633218765,0.5731004893779754,0.17801779895089567,0.8484895944595336,0.5672101438045501,0.18919838895089924,0.8375582098960876,0.5616937488317489,0.18408719091676176,0.845802652835846,0.5639259427785873,0.520955228805542,135500,7695,135500
