base_lr,lr,data_time,loss,decode.loss_ce,decode.acc_seg,time,iter,memory,step
1.9613655770513682e-06,1.9613655770513682e-06,0.008342719078063965,2.5259348168969153,2.5259348168969153,5.6859049797058105,0.26869280338287355,50,24823,50
3.962697798532355e-06,3.962697798532355e-06,0.008089375495910645,2.6251031875610353,2.6251031875610353,20.229890823364258,0.2590574502944946,100,4697,100
5.964030020013346e-06,5.964030020013346e-06,0.007901620864868165,1.9630131602287293,1.9630131602287293,58.550960540771484,0.25885629653930664,150,4697,150
7.965362241494336e-06,7.965362241494336e-06,0.008000755310058593,2.0790382385253907,2.0790382385253907,51.0114860534668,0.26451659202575684,200,4697,200
9.96669446297533e-06,9.96669446297533e-06,0.007871413230895996,1.6784382343292237,1.6784382343292237,28.45392608642578,0.25951347351074217,250,4697,250
1.1968026684456319e-05,1.1968026684456319e-05,0.00787661075592041,1.4775073111057282,1.4775073111057282,69.79713439941406,0.2595228910446167,300,4697,300
1.3969358905937323e-05,1.3969358905937323e-05,0.007958340644836425,1.1408230125904084,1.1408230125904084,81.90563201904297,0.26280601024627687,350,4697,350
1.597069112741831e-05,1.597069112741831e-05,0.007796287536621094,1.3269777119159698,1.3269777119159698,85.74508666992188,0.27293617725372316,400,4697,400
1.797202334889931e-05,1.797202334889931e-05,0.007833051681518554,1.0123825132846833,1.0123825132846833,55.42765808105469,0.2588053703308105,450,4697,450
1.9973355570380306e-05,1.9973355570380306e-05,0.007826995849609376,0.953506949543953,0.953506949543953,62.502281188964844,0.2591891288757324,500,4697,500
2.1974687791861306e-05,2.1974687791861306e-05,0.008048152923583985,1.0623759567737578,1.0623759567737578,40.83385467529297,0.2649907350540161,550,4697,550
2.3976020013342307e-05,2.3976020013342307e-05,0.007743549346923828,0.8698207050561905,0.8698207050561905,86.35215759277344,0.2575838565826416,600,4697,600
2.597735223482329e-05,2.597735223482329e-05,0.007769274711608887,0.9671732604503631,0.9671732604503631,75.95661926269531,0.2578365087509155,650,4697,650
2.797868445630428e-05,2.797868445630428e-05,0.008070826530456543,0.6827226221561432,0.6827226221561432,93.30797576904297,0.2644535541534424,700,4697,700
2.99800166777853e-05,2.99800166777853e-05,0.007805228233337402,0.6648647099733352,0.6648647099733352,90.61988830566406,0.2576888084411621,750,4697,750
3.1981348899266314e-05,3.1981348899266314e-05,0.0077625751495361325,0.6738435804843903,0.6738435804843903,88.32512664794922,0.25705227851867674,800,4697,800
3.398268112074729e-05,3.398268112074729e-05,0.007822370529174805,0.9322161197662353,0.9322161197662353,65.65284729003906,0.25986077785491946,850,4697,850
3.5984013342228235e-05,3.5984013342228235e-05,0.007875442504882812,0.5412300184369088,0.5412300184369088,94.11901092529297,0.2607739925384521,900,4697,900
3.7985345563709256e-05,3.7985345563709256e-05,0.007838726043701172,0.5832079440355301,0.5832079440355301,85.04908752441406,0.2577150106430054,950,4697,950
3.998667778519025e-05,3.998667778519025e-05,0.007802700996398926,0.7157548815011978,0.7157548815011978,58.924400329589844,0.2586833953857422,1000,4697,1000
4.198801000667124e-05,4.198801000667124e-05,0.007891964912414551,0.7250891745090484,0.7250891745090484,96.59548950195312,0.26283864974975585,1050,4697,1050
4.398934222815225e-05,4.398934222815225e-05,0.00773916244506836,0.5470264494419098,0.5470264494419098,78.20155334472656,0.25726540088653566,1100,4697,1100
4.599067444963324e-05,4.599067444963324e-05,0.007832002639770509,0.5058269947767258,0.5058269947767258,85.94551849365234,0.2575149774551392,1150,4697,1150
4.7992006671114227e-05,4.7992006671114227e-05,0.0077841758728027345,0.7577838897705078,0.7577838897705078,65.76771545410156,0.2616844892501831,1200,4697,1200
4.999333889259521e-05,4.999333889259521e-05,0.007738924026489258,0.4292134061455727,0.4292134061455727,89.26901245117188,0.2571380853652954,1250,4697,1250
5.199467111407618e-05,5.199467111407618e-05,0.0077598333358764645,0.6104596123099327,0.6104596123099327,33.027252197265625,0.25650849342346194,1300,4697,1300
5.399600333555716e-05,5.399600333555716e-05,0.00776968002319336,0.8198087781667709,0.8198087781667709,89.12066650390625,0.25894923210144044,1350,4697,1350
5.599733555703817e-05,5.599733555703817e-05,0.007851743698120117,1.0559338212013245,1.0559338212013245,87.73973083496094,0.26045541763305663,1400,4697,1400
5.799866777851912e-05,5.799866777851912e-05,0.007689213752746582,0.5099210202693939,0.5099210202693939,89.03044891357422,0.2558623790740967,1450,4697,1450
6.000000000000008e-05,6.000000000000008e-05,0.00772707462310791,0.5438707143068313,0.5438707143068313,86.51453399658203,0.2566289186477661,1500,4697,1500
5.998145098707257e-05,5.998145098707257e-05,0.007771849632263184,0.5724102154374122,0.5724102154374122,90.39340209960938,0.26017377376556394,1550,4697,1550
5.9962523422860786e-05,5.9962523422860786e-05,0.00771782398223877,0.7145905911922454,0.7145905911922454,82.47406768798828,0.2559494495391846,1600,4697,1600
5.994359585864901e-05,5.994359585864901e-05,0.0076553583145141605,0.82758269906044,0.82758269906044,42.33055114746094,0.25558884143829347,1650,4697,1650
5.992466829443726e-05,5.992466829443726e-05,0.007683587074279785,0.6600680142641068,0.6600680142641068,38.962745666503906,0.25771350860595704,1700,4697,1700
5.990574073022547e-05,5.990574073022547e-05,0.0077237367630004885,0.4257350653409958,0.4257350653409958,86.8865966796875,0.25780377388000486,1750,4697,1750
5.988681316601369e-05,5.988681316601369e-05,0.007674551010131836,0.825843145698309,0.825843145698309,25.7685489654541,0.2550876379013062,1800,4697,1800
