,model,checkpoint,attack,norm,epsilon,iterations,alpha,targeted,target,loss,dataset,l2_delta1_i1,l2_delta2_i1,l2_delta12_i1,l0_delta1_i1,l0_delta2_i1,l0_delta12_i1,l_inf_delta1_i1,l_inf_delta2_i1,l_inf_delta12_i1,epe_ground_truth_i1,epe_target_i1,l2_delta1_i2,l2_delta2_i2,l2_delta12_i2,l0_delta1_i2,l0_delta2_i2,l0_delta12_i2,l_inf_delta1_i2,l_inf_delta2_i2,l_inf_delta12_i2,epe_ground_truth_i2,epe_target_i2,l2_delta1_i3,l2_delta2_i3,l2_delta12_i3,l0_delta1_i3,l0_delta2_i3,l0_delta12_i3,l_inf_delta1_i3,l_inf_delta2_i3,l_inf_delta12_i3,epe_ground_truth_i3,epe_target_i3,l2_delta1_i4,l2_delta2_i4,l2_delta12_i4,l0_delta1_i4,l0_delta2_i4,l0_delta12_i4,l_inf_delta1_i4,l_inf_delta2_i4,l_inf_delta12_i4,epe_ground_truth_i4,epe_target_i4,l2_delta1_i5,l2_delta2_i5,l2_delta12_i5,l0_delta1_i5,l0_delta2_i5,l0_delta12_i5,l_inf_delta1_i5,l_inf_delta2_i5,l_inf_delta12_i5,epe_ground_truth_i5,epe_target_i5,l2_delta1_i6,l2_delta2_i6,l2_delta12_i6,l0_delta1_i6,l0_delta2_i6,l0_delta12_i6,l_inf_delta1_i6,l_inf_delta2_i6,l_inf_delta12_i6,epe_ground_truth_i6,epe_target_i6,l2_delta1_i7,l2_delta2_i7,l2_delta12_i7,l0_delta1_i7,l0_delta2_i7,l0_delta12_i7,l_inf_delta1_i7,l_inf_delta2_i7,l_inf_delta12_i7,epe_ground_truth_i7,epe_target_i7,l2_delta1_i8,l2_delta2_i8,l2_delta12_i8,l0_delta1_i8,l0_delta2_i8,l0_delta12_i8,l_inf_delta1_i8,l_inf_delta2_i8,l_inf_delta12_i8,epe_ground_truth_i8,epe_target_i8,l2_delta1_i9,l2_delta2_i9,l2_delta12_i9,l0_delta1_i9,l0_delta2_i9,l0_delta12_i9,l_inf_delta1_i9,l_inf_delta2_i9,l_inf_delta12_i9,epe_ground_truth_i9,epe_target_i9,l2_delta1_i10,l2_delta2_i10,l2_delta12_i10,l0_delta1_i10,l0_delta2_i10,l0_delta12_i10,l_inf_delta1_i10,l_inf_delta2_i10,l_inf_delta12_i10,epe_ground_truth_i10,epe_target_i10,l2_delta1_i11,l2_delta2_i11,l2_delta12_i11,l0_delta1_i11,l0_delta2_i11,l0_delta12_i11,l_inf_delta1_i11,l_inf_delta2_i11,l_inf_delta12_i11,epe_ground_truth_i11,epe_target_i11,l2_delta1_i12,l2_delta2_i12,l2_delta12_i12,l0_delta1_i12,l0_delta2_i12,l0_delta12_i12,l_inf_delta1_i12,l_inf_delta2_i12,l_inf_delta12_i12,epe_ground_truth_i12,epe_target_i12,l2_delta1_i13,l2_delta2_i13,l2_delta12_i13,l0_delta1_i13,l0_delta2_i13,l0_delta12_i13,l_inf_delta1_i13,l_inf_delta2_i13,l_inf_delta12_i13,epe_ground_truth_i13,epe_target_i13,l2_delta1_i14,l2_delta2_i14,l2_delta12_i14,l0_delta1_i14,l0_delta2_i14,l0_delta12_i14,l_inf_delta1_i14,l_inf_delta2_i14,l_inf_delta12_i14,epe_ground_truth_i14,epe_target_i14,l2_delta1_i15,l2_delta2_i15,l2_delta12_i15,l0_delta1_i15,l0_delta2_i15,l0_delta12_i15,l_inf_delta1_i15,l_inf_delta2_i15,l_inf_delta12_i15,epe_ground_truth_i15,epe_target_i15,l2_delta1_i16,l2_delta2_i16,l2_delta12_i16,l0_delta1_i16,l0_delta2_i16,l0_delta12_i16,l_inf_delta1_i16,l_inf_delta2_i16,l_inf_delta12_i16,epe_ground_truth_i16,epe_target_i16,l2_delta1_i17,l2_delta2_i17,l2_delta12_i17,l0_delta1_i17,l0_delta2_i17,l0_delta12_i17,l_inf_delta1_i17,l_inf_delta2_i17,l_inf_delta12_i17,epe_ground_truth_i17,epe_target_i17,l2_delta1_i18,l2_delta2_i18,l2_delta12_i18,l0_delta1_i18,l0_delta2_i18,l0_delta12_i18,l_inf_delta1_i18,l_inf_delta2_i18,l_inf_delta12_i18,epe_ground_truth_i18,epe_target_i18,l2_delta1_i19,l2_delta2_i19,l2_delta12_i19,l0_delta1_i19,l0_delta2_i19,l0_delta12_i19,l_inf_delta1_i19,l_inf_delta2_i19,l_inf_delta12_i19,epe_ground_truth_i19,epe_target_i19,l2_delta1_i20,l2_delta2_i20,l2_delta12_i20,l0_delta1_i20,l0_delta2_i20,l0_delta12_i20,l_inf_delta1_i20,l_inf_delta2_i20,l_inf_delta12_i20,epe_ground_truth_i20,epe_target_i20,epe_gt_i1,epe_gt_i2,epe_gt_i3,epe_gt_i4,epe_gt_i5,epe_gt_i6,epe_gt_i7,epe_gt_i8,epe_gt_i9,epe_gt_i10,epe_gt_i11,epe_gt_i12,epe_gt_i13,epe_gt_i14,epe_gt_i15,epe_gt_i16,epe_gt_i17,epe_gt_i18,epe_gt_i19,epe_gt_i20,optim,boxconstraint,epe_gt_i0,epe_target_i0,epe,px1,px3,px5,outlier,own_epe,epe_orig_preds,own_epe_orig_preds,cosim_target,cosim_orig_preds,epe_ground_truth,own_epe_ground_truth,cosim_ground_truth,l2_delta1,l2_delta2,l2_delta12,l0_delta1,l0_delta2,l0_delta12,l_inf_delta1,l_inf_delta2,l_inf_delta12,cosim,own_epe_ground_truth_to_negative,own_epe_ground_truth_to_zero,epe_ground_truth_to_negative,epe_ground_truth_to_zero,conf_f1,val,name,severity,start_time,end_time,duration,epe_initial_to_zero,epe_initial_to_negative
0,ccmr,kitti,bim,inf,0.0157,20.0,0.01,False,,epe,kitti-2015,0.015214971941895783,0.0,0.010758610344491899,1317602.88,0.0,1317602.88,0.01568630337715149,0.0,0.01568630337715149,,,0.011124690310098231,0.0,0.007866344323847443,751786.945,0.0,751786.945,0.01568630337715149,0.0,0.01568630337715149,,,0.013580667087808251,0.0,0.009602982266806066,1071259.355,0.0,1071259.355,0.01568630337715149,0.0,0.01568630337715149,,,0.012273799157701432,0.0,0.008678887053392828,893196.385,0.0,893196.385,0.01568630337715149,0.0,0.01568630337715149,,,0.013064330355264246,0.0,0.009237877056002618,999161.135,0.0,999161.135,0.01568630337715149,0.0,0.01568630337715149,,,0.01260395429097116,0.0,0.008912341985851526,936464.93,0.0,936464.93,0.01568630337715149,0.0,0.01568630337715149,,,0.012894012057222426,0.0,0.009117443799041211,975944.57,0.0,975944.57,0.01568630337715149,0.0,0.01568630337715149,,,0.012720721457153559,0.0,0.00899490884039551,952157.075,0.0,952157.075,0.01568630337715149,0.0,0.01568630337715149,,,0.012842322131618858,0.0,0.009080893513746559,968910.285,0.0,968910.285,0.01568630337715149,0.0,0.01568630337715149,,,0.012760695992037654,0.0,0.009023175123147667,957577.12,0.0,957577.12,0.01568630337715149,0.0,0.01568630337715149,,,0.012824907563626767,0.0,0.009068579548038542,966569.675,0.0,966569.675,0.01568630337715149,0.0,0.01568630337715149,,,0.012775536319240928,0.0,0.009033668818883598,959597.75,0.0,959597.75,0.01568630337715149,0.0,0.01568630337715149,,,0.012813138850033283,0.0,0.00906025778502226,964944.815,0.0,964944.815,0.01568630337715149,0.0,0.01568630337715149,,,0.012785001271404327,0.0,0.009040361545048654,960920.485,0.0,960920.485,0.01568630337715149,0.0,0.01568630337715149,,,0.012812602301128208,0.0,0.009059878406114876,964840.675,0.0,964840.675,0.01568630337715149,0.0,0.01568630337715149,,,0.01278816859703511,0.0,0.009042601194232702,961358.205,0.0,961358.205,0.01568630337715149,0.0,0.01568630337715149,,,0.012806254718452693,0.0,0.009055389994755388,963949.765,0.0,963949.765,0.01568630337715149,0.0,0.01568630337715149,,,0.012792533510364593,0.0,0.009045687648467719,961976.565,0.0,961976.565,0.01568630337715149,0.0,0.01568630337715149,,,0.012809924189932645,0.0,0.009057984696701169,964448.565,0.0,964448.565,0.01568630337715149,0.0,0.01568630337715149,,,0.01279329726472497,0.0,0.009046227675862611,962094.505,0.0,962094.505,0.01568630337715149,0.0,0.01568630337715149,,,1.3255414760485291,1.957322334460914,2.305026632323861,2.786369841322303,2.8337223292142153,3.2254934693872928,3.0173825749009846,3.4010897735506296,3.1716986268013714,3.4118930350244043,3.2194101151451466,3.536232852563262,3.434761898443103,3.567811357304454,3.5468930468708275,3.5639861086010933,3.5763952243328094,3.504629611223936,3.637976248860359,3.6101183121651412,ground_truth,,0.7469228336308151,31.192881584987045,3.6101183121651412,0.7693605931103229,0.8787463167309761,0.9062071391940116,9.860277661383153,27.60101986873895,,,,,,,,0.01279329726472497,0.0,0.009046227675862611,962094.505,0.0,962094.505,0.01568630337715149,0.0,0.01568630337715149,0.1804731972562149,,,,,,,,,2024-07-09 08:03:21,2024-07-09 09:44:31,01:41:10,31.192881584987045,62.38576316997409
1,ccmr,kitti,bim,inf,0.0314,20.0,0.01,False,,epe,kitti-2015,0.030338441552594304,0.0,0.02145251888781786,1317602.845,0.0,1317602.845,0.03137257695198059,0.0,0.03137257695198059,,,0.022012095116078854,0.0,0.015564902503974735,785950.985,0.0,785950.985,0.03137257695198059,0.0,0.03137257695198059,,,0.026766325691714884,0.0,0.01892665130086243,1069711.235,0.0,1069711.235,0.03137257695198059,0.0,0.03137257695198059,,,0.02440276346169412,0.0,0.017255360381677746,922048.96,0.0,922048.96,0.03137257695198059,0.0,0.03137257695198059,,,0.02571255536749959,0.0,0.018181523121893407,1002633.315,0.0,1002633.315,0.03137257695198059,0.0,0.03137257695198059,,,0.02502221434377134,0.0,0.01769337834790349,959473.42,0.0,959473.42,0.03137257695198059,0.0,0.03137257695198059,,,0.025419925097376107,0.0,0.017974602365866302,984448.51,0.0,984448.51,0.03137257695198059,0.0,0.03137257695198059,,,0.02519796121865511,0.0,0.017817650120705367,970396.71,0.0,970396.71,0.03137257695198059,0.0,0.03137257695198059,,,0.02532985769212246,0.0,0.017910914923995734,978889.275,0.0,978889.275,0.03137257695198059,0.0,0.03137257695198059,,,0.025258848899975418,0.0,0.017860704194754363,974156.73,0.0,974156.73,0.03137257695198059,0.0,0.03137257695198059,,,0.02530455382540822,0.0,0.017893022475764155,977255.6,0.0,977255.6,0.03137257695198059,0.0,0.03137257695198059,,,0.02528234977275133,0.0,0.01787732183933258,975644.58,0.0,975644.58,0.03137257695198059,0.0,0.03137257695198059,,,0.025294118085876106,0.0,0.017885643281042574,976568.67,0.0,976568.67,0.03137257695198059,0.0,0.03137257695198059,,,0.02528438948094845,0.0,0.01787876415066421,975827.67,0.0,975827.67,0.03137257695198059,0.0,0.03137257695198059,,,0.02530147949233651,0.0,0.017890848657116293,977051.55,0.0,977051.55,0.03137257695198059,0.0,0.03137257695198059,,,0.025287473406642676,0.0,0.017880944926291706,976073.83,0.0,976073.83,0.03137257695198059,0.0,0.03137257695198059,,,0.025302139231935142,0.0,0.01789131512865424,977020.205,0.0,977020.205,0.03137257695198059,0.0,0.03137257695198059,,,0.025285428995266555,0.0,0.017879499150440098,975947.025,0.0,975947.025,0.03137257695198059,0.0,0.03137257695198059,,,0.025299708060920238,0.0,0.01788959606550634,976860.705,0.0,976860.705,0.03137257695198059,0.0,0.03137257695198059,,,0.025275017591193317,0.0,0.017872137278318406,975261.9,0.0,975261.9,0.03137257695198059,0.0,0.03137257695198059,,,1.5645906433463097,2.7156244117766617,2.897353297993541,3.975328539609909,3.6324862521886825,4.370691184848547,4.087085064947605,4.450961437746883,4.265485383570194,4.483069181814789,4.508404156677425,4.632779519706965,4.655593991652131,4.672591082416475,4.650479666292667,4.684202023185789,4.893560757376253,4.73394596926868,4.955769486501813,4.8905936522036795,ground_truth,,0.7469228336308151,31.192881584987045,4.8905936522036795,0.7238333242735826,0.8426503218780271,0.8738035485334694,13.546770187318325,28.658506153374912,,,,,,,,0.025275017591193317,0.0,0.017872137278318406,975261.9,0.0,975261.9,0.03137257695198059,0.0,0.03137257695198059,0.17941779897548257,,,,,,,,,2024-07-09 12:55:28,2024-07-09 14:38:33,01:43:04,31.192881584987045,62.38576316997409
2,ccmr,kitti,cospgd,inf,0.0157,20.0,0.01,False,,epe,kitti-2015,0.010786792398430407,0.008787904386408626,0.009838301632553339,1331655.195,1317829.95,2649485.145,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011183858974836767,0.008787904386408626,0.010057612843811512,1337292.16,1317829.95,2655122.11,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.0115109096840024,0.008787904386408626,0.010240476429462433,1338372.795,1317829.95,2656202.745,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011585329389199615,0.008787904386408626,0.010282397433184088,1341072.285,1317829.95,2658902.235,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.0117009451193735,0.008787904386408626,0.010347658833488822,1340886.74,1317829.95,2658716.69,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011712093180976808,0.008787904386408626,0.010353963002562522,1342405.14,1317829.95,2660235.09,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011776448143646121,0.008787904386408626,0.010390403559431433,1341593.425,1317829.95,2659423.375,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011769556473009288,0.008787904386408626,0.010386507003568113,1342873.885,1317829.95,2660703.835,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011820525592193008,0.008787904386408626,0.010415418124757707,1341967.73,1317829.95,2659797.68,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011825280734337867,0.008787904386408626,0.010418107486329972,1342807.65,1317829.95,2660637.6,0.015686303228139877,0.015686265863478183,0.015686303228139877,,,0.011840002848766745,0.008787904386408626,0.01042649737559259,1342234.035,1317829.95,2660063.985,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011845854790881277,0.008787904386408626,0.01042976651340723,1342949.125,1317829.95,2660779.075,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.01185203763190657,0.008787904386408626,0.010433332156389951,1342320.55,1317829.95,2660150.5,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011856737690977752,0.008787904386408626,0.0104359864955768,1342774.38,1317829.95,2660604.33,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011874218904413283,0.008787904386408626,0.010445935931056739,1342360.02,1317829.95,2660189.97,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.01185963250696659,0.008787904386408626,0.010437627569772304,1342782.035,1317829.95,2660611.985,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011885836282745003,0.008787904386408626,0.010452567599713802,1342314.37,1317829.95,2660144.32,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.01186930205207318,0.008787904386408626,0.010443104961887002,1342788.88,1317829.95,2660618.83,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.01188195816706866,0.008787904386408626,0.010450335564091801,1342331.915,1317829.95,2660161.865,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,0.011874856487847864,0.008787904386408626,0.010446273805573583,1342834.435,1317829.95,2660664.385,0.01568630337715149,0.015686265863478183,0.01568630337715149,,,1.2234079181589186,1.9731483998149633,2.667377192676067,3.3313670328259466,3.8276983232796193,4.123977250754833,4.160807608217001,4.352571672797203,4.617503805235028,4.668461212813854,4.799678208082915,4.821467377543449,4.877041391208768,4.924702628850937,5.0344629696011545,5.018538097590208,5.29497189886868,5.1643963177502155,5.3143647004663945,5.2719163096696136,ground_truth,,0.7469228336308151,31.192881584987045,5.2719163096696136,0.7342112677916884,0.847591287791729,0.8762380409240723,13.107870077192784,29.548829251229762,,,,,,,,0.011874856487847864,0.008787904386408626,0.010446273805573583,1342834.435,1317829.95,2660664.385,0.01568630337715149,0.015686265863478183,0.01568630337715149,0.17987619649153203,,,,,,,,,2024-07-09 10:30:32,2024-07-09 12:13:02,01:42:30,31.192881584987045,62.38576316997409
3,ccmr,kitti,cospgd,inf,0.0314,20.0,0.01,False,,epe,kitti-2015,0.018739944212138652,0.0175466694496572,0.01815315998159349,1343675.715,1317816.255,2661491.97,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.01931325053796172,0.0175466694496572,0.01845121193677187,1344498.95,1317816.255,2662315.205,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.01990203603170812,0.0175466694496572,0.018761555878445507,1349657.75,1317816.255,2667474.005,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.020222854102030396,0.0175466694496572,0.01893237399868667,1351558.785,1317816.255,2669375.04,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.02052444264292717,0.0175466694496572,0.019094049036502837,1353974.945,1317816.255,2671791.2,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.020702122999355196,0.0175466694496572,0.019189753690734505,1355112.825,1317816.255,2672929.08,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.020875153532251715,0.0175466694496572,0.019283325253054498,1356485.68,1317816.255,2674301.935,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.02098143596202135,0.0175466694496572,0.019340959070250394,1357269.645,1317816.255,2675085.9,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021081384290009737,0.0175466694496572,0.019395231753587722,1358320.785,1317816.255,2676137.04,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021156557304784655,0.0175466694496572,0.01943614650517702,1358710.57,1317816.255,2676526.825,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.02122392490506172,0.0175466694496572,0.01947284722700715,1359514.23,1317816.255,2677330.485,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021269339248538018,0.0175466694496572,0.019497617948800325,1359665.05,1317816.255,2677481.305,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021330976225435734,0.0175466694496572,0.01953125192783773,1360077.045,1317816.255,2677893.3,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.02134533679112792,0.0175466694496572,0.01953912600874901,1360401.22,1317816.255,2678217.475,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021398450415581464,0.0175466694496572,0.019568125391378997,1360682.575,1317816.255,2678498.83,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021409314461052417,0.0175466694496572,0.019574100608006118,1360809.585,1317816.255,2678625.84,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021446148548275232,0.0175466694496572,0.01959428619593382,1361001.22,1317816.255,2678817.475,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021453973706811666,0.0175466694496572,0.019598507890477776,1361128.365,1317816.255,2678944.62,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021477160239592195,0.0175466694496572,0.01961126414127648,1361249.75,1317816.255,2679066.005,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,0.021477354550734164,0.0175466694496572,0.019611405106261373,1361429.745,1317816.255,2679246.0,0.03137257695198059,0.031372526474297044,0.03137257695198059,,,1.3979629097133874,2.4411921906471252,3.604168373271823,4.610303302556276,5.5359615737199785,6.332292568832636,6.741542431265116,7.399214401692152,7.7227461671829225,8.219757165163756,8.471313349157573,8.738058817088604,8.928401262760163,9.077584716826678,9.244925455376507,9.52330650255084,9.73371568351984,9.785826523005962,9.945795986503363,9.833991309702396,ground_truth,,0.7469228336308151,31.192881584987045,9.833991309702396,0.6374249284155666,0.7599165035784244,0.796621657460928,22.12471517443657,34.48509948022664,,,,,,,,0.021477354550734164,0.0175466694496572,0.019611405106261373,1361429.745,1317816.255,2679246.0,0.03137257695198059,0.031372526474297044,0.03137257695198059,0.17676553381606935,,,,,,,,,2024-07-09 20:04:43,2024-07-09 21:47:32,01:42:49,31.192881584987045,62.38576316997409
4,ccmr,kitti,fgsm,inf,0.0157,,,False,,epe,kitti-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground_truth,,,,1.325544255413115,0.8159098840132356,0.9280501295626163,0.9536365354061127,4.802255830778741,25.102990166656674,,,,,,,,0.01521497190464288,0.0,0.010758610316552222,1317602.87,0.0,1317602.87,0.01568630337715149,0.0,0.01568630337715149,0.1824204380856827,,,,,,,,,2024-07-04 21:27:35,2024-07-04 21:39:15,00:11:39,,
5,ccmr,kitti,fgsm,inf,0.0314,,,False,,epe,kitti-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground_truth,,,,1.5645950151979924,0.7893601581640541,0.9147108541429043,0.9448298951983451,6.078977394560352,25.151892630681395,,,,,,,,0.030338442120701074,0.0,0.021452519288286568,1317602.895,0.0,1317602.895,0.03137257695198059,0.0,0.03137257695198059,0.18218669889029115,,,,,,,,,2024-07-04 21:31:38,2024-07-04 21:42:12,00:10:34,,
6,ccmr,kitti,pgd,inf,0.0157,20.0,0.01,False,,epe,kitti-2015,0.01078648773021996,0.008788729477673769,0.009838502458296716,1331648.11,1317850.295,2649498.405,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011186019671149551,0.008788729477673769,0.01005916296504438,1337285.07,1317850.295,2655135.365,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.01151216414757073,0.008788729477673769,0.010241527617909014,1338428.99,1317850.295,2656279.285,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011579088675789535,0.008788729477673769,0.010279238377697765,1341218.35,1317850.295,2659068.645,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011697577154263854,0.008788729477673769,0.01034609857480973,1340989.875,1317850.295,2658840.17,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011706518530845643,0.008788729477673769,0.010351147293113172,1342397.56,1317850.295,2660247.855,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011772284661419689,0.008788729477673769,0.010388391511514782,1341943.665,1317850.295,2659793.96,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011777328439056873,0.008788729477673769,0.010391253950074316,1342668.47,1317850.295,2660518.765,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011818432044237851,0.008788729477673769,0.010414605457335711,1342280.78,1317850.295,2660131.075,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011806201683357357,0.008788729477673769,0.010407637124881148,1342915.15,1317850.295,2660765.445,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011843605963513255,0.008788729477673769,0.010428899480029941,1342212.225,1317850.295,2660062.52,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011831562393344939,0.008788729477673769,0.010422045071609319,1342931.21,1317850.295,2660781.505,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011852969308383763,0.008788729477673769,0.010434192195534707,1342315.37,1317850.295,2660165.665,0.015686303228139877,0.01568626687861979,0.015686303228139877,,,0.01184857162181288,0.008788729477673769,0.010431699859909714,1342972.185,1317850.295,2660822.48,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011854524062946438,0.008788729477673769,0.01043511257506907,1342320.625,1317850.295,2660170.92,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011857892139814794,0.008788729477673769,0.010436980943195522,1342917.67,1317850.295,2660767.965,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011866401247680188,0.008788729477673769,0.010441835820674896,1342331.43,1317850.295,2660181.725,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011854954515583813,0.008788729477673769,0.010435338648967445,1342944.805,1317850.295,2660795.1,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011874699066393078,0.008788729477673769,0.01044654918834567,1342302.29,1317850.295,2660152.585,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,0.011873445003293454,0.008788729477673769,0.01044584265910089,1342730.325,1317850.295,2660580.62,0.01568630337715149,0.01568626687861979,0.01568630337715149,,,1.2053488452732564,1.9221834785491227,2.7653089340776207,3.3655631639808417,3.815587352514267,4.021044867783785,4.2298410469293595,4.455730405524373,4.571007383242249,4.746136484369636,4.842304510623217,5.021206685975194,5.080917065441608,5.193696188740432,5.1107581229135395,5.379232382178307,5.328532861918211,5.345175225287676,5.441501381471753,5.378059038817883,ground_truth,,0.7469228336308151,31.192881584987045,5.378059038817883,0.7382176230847836,0.8483696445822716,0.8769432516396045,13.072144213318825,29.702159400843083,,,,,,,,0.011873445003293454,0.008788729477673769,0.01044584265910089,1342730.325,1317850.295,2660580.62,0.01568630337715149,0.01568626687861979,0.01568630337715149,0.1797692729951814,,,,,,,,,2024-07-09 08:04:17,2024-07-09 09:44:35,01:40:17,31.192881584987045,62.38576316997409
