,start_time,model,checkpoint,attack,norm,epsilon,targeted,target,loss,end_time,duration,dataset,epe,px1,px3,px5,outlier,own_epe,epe_orig_preds,own_epe_orig_preds,cosim_target,cosim_orig_preds,epe_ground_truth,own_epe_ground_truth,cosim_ground_truth,l2_delta1,l2_delta2,l2_delta12,l0_delta1,l0_delta2,l0_delta12,l_inf_delta1,l_inf_delta2,l_inf_delta12,cosim,iterations,alpha,epe_initial_to_negative,epe_initial_to_zero,own_epe_ground_truth_to_negative,own_epe_ground_truth_to_zero,epe_ground_truth_to_negative,epe_ground_truth_to_zero,optim,boxconstraint,conf_f1,val,name,severity
663,2024-05-15 01:45:50,rpknet,kitti,cospgd,inf,0.01,True,zero,epe,2024-05-15 01:58:49,00:12:59,kitti-2015,35.649017061591145,0.11961077649059007,0.1771159401098339,0.22927805654646363,82.28840070962906,,1.950606776624918,,0.0,0.9387624816596508,1.9808784910291433,,0.18073660030961036,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
2229,2024-05-15 01:53:55,raft,kitti,bim,inf,0.0,True,zero,epe,2024-05-15 02:00:32,00:06:37,kitti-2015,32.347809578776356,0.14674062358721585,0.21033943801237912,0.26345402512233707,78.96605619907379,,5.249254386126995,,0.0,0.8555100283926004,4.597368379570543,,0.17557112344074993,,,,,,,,,,,3.0,0.01,,,,,,,ground_truth,,,,,
664,2024-05-15 01:47:50,rpknet,kitti,bim,inf,0.02,True,negative,epe,2024-05-15 02:00:50,00:12:59,kitti-2015,71.38411616325378,0.10286440715583012,0.13198831748410156,0.1604349682183238,86.80115957736969,,3.6978997000679374,,-0.895359997684136,0.895359997684136,3.484534295350313,,0.17885944990906866,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
665,2024-05-15 01:49:51,rpknet,kitti,bim,inf,0.02,True,zero,epe,2024-05-15 02:02:19,00:12:28,kitti-2015,34.96773016124964,0.12598100198497378,0.18588637216693316,0.2381272222311236,81.4113629603386,,3.4595645394921304,,0.0,0.9092616126686335,3.181236270070076,,0.18022379724308848,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
666,2024-05-15 01:59:58,rpknet,kitti,pgd,inf,0.02,True,negative,epe,2024-05-15 02:12:10,00:12:11,kitti-2015,70.20132042825222,0.10332149785549972,0.1329520810703116,0.16177545899990947,86.70478410243987,,4.850167080610991,,-0.8796669280529023,0.8796669280529023,4.58431637763977,,0.17671805836842394,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
667,2024-05-15 01:59:57,rpknet,kitti,bim,inf,0.02,False,,epe,2024-05-15 02:12:38,00:12:40,kitti-2015,4.956743296384811,0.6507144503947347,0.8202920372784138,0.8631081076711417,15.480991883575916,,,,,,,,,,,,,,,,,,0.1794820364098996,10.0,0.01,,,,,,,ground_truth,,,,,
668,2024-05-15 02:01:59,rpknet,kitti,pgd,inf,0.02,True,zero,epe,2024-05-15 02:14:55,00:12:55,kitti-2015,34.090143975615504,0.13278774825819256,0.19479931115154614,0.24777868476579898,80.52006880283356,,4.671129654720426,,0.0,0.9020191857218742,4.343644116222858,,0.17811733402777463,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
669,2024-05-15 02:04:00,rpknet,kitti,pgd,inf,0.02,False,,epe,2024-05-15 02:16:15,00:12:14,kitti-2015,7.779457335323095,0.6108708129823208,0.7902218785509467,0.8353919839859009,18.548917887210845,,,,,,,,,,,,,,,,,,0.17893164643086493,10.0,0.01,,,,,,,ground_truth,,,,,
2231,2024-05-15 02:10:03,raft,kitti,pgd,inf,0.0,True,negative,epe,2024-05-15 02:16:42,00:06:39,kitti-2015,70.64956468701362,0.10221743239788793,0.13913450786693374,0.16777178732718312,86.08654526233673,,3.734086381706875,,-0.8783259725244715,0.8783259725244715,3.0330545372888444,,0.18017161791678518,,,,,,,,,,,3.0,0.01,,,,,,,ground_truth,,,,,
2232,2024-05-15 02:18:07,raft,kitti,pgd,inf,0.0,True,zero,epe,2024-05-15 02:24:45,00:06:38,kitti-2015,33.93318875730038,0.12804496634851603,0.19296077198669082,0.24458023818879154,80.70392273426056,,3.6965898798673877,,0.0,0.8880257769890886,3.028240505568683,,0.17985192117281257,,,,,,,,,,,3.0,0.01,,,,,,,ground_truth,,,,,
670,2024-05-15 02:14:04,rpknet,kitti,cospgd,inf,0.02,True,zero,epe,2024-05-15 02:26:27,00:12:22,kitti-2015,33.63638596445322,0.1298023288805007,0.19591099051947822,0.25040693685936277,80.4089008653164,,4.671574926674366,,0.0,0.9006758842617273,4.475846365094185,,0.17750479192938656,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
671,2024-05-15 02:14:05,rpknet,kitti,cospgd,inf,0.02,True,negative,epe,2024-05-15 02:26:58,00:12:53,kitti-2015,70.47722970187664,0.10183854087505552,0.13164770567255346,0.16124964338057907,86.83522168159485,,4.434147057905793,,-0.8979600606113672,0.8979600606113672,4.317667642235756,,0.1778269157660543,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
672,2024-05-15 02:16:05,rpknet,kitti,cospgd,inf,0.02,False,,epe,2024-05-15 02:28:45,00:12:39,kitti-2015,7.884220183342695,0.6059001477248966,0.7851741276308895,0.8320985242724419,19.047793660759925,,,,,,,,,,,,,,,,,,0.17951708821579815,10.0,0.01,,,,,,,ground_truth,,,,,
673,2024-05-15 02:18:44,rpknet,kitti,bim,inf,0.03,True,negative,epe,2024-05-15 02:31:19,00:12:35,kitti-2015,71.46467629313469,0.10112542827096149,0.13115358468898194,0.1600048417117796,86.88450274944306,,5.581796409264207,,-0.8610139246843755,0.8610139246843755,4.663476879298687,,0.1765243494720198,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
674,2024-05-15 02:28:11,rpknet,kitti,bim,inf,0.03,False,,epe,2024-05-15 02:40:16,00:12:04,kitti-2015,11.059996173977853,0.5185128260671626,0.7105499286483973,0.7645374090410769,26.686384973526,,,,,,,,,,,,,,,,,,0.17850000671111046,10.0,0.01,,,,,,,ground_truth,,,,,
675,2024-05-15 02:28:11,rpknet,kitti,bim,inf,0.03,True,zero,epe,2024-05-15 02:40:56,00:12:44,kitti-2015,35.045250997543334,0.12926432735029267,0.19176945771709142,0.24327606792736334,80.82305425167084,,5.510625303909182,,0.0,0.8727776650036685,4.69849941432476,,0.1774116034246981,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
676,2024-05-15 02:30:12,rpknet,kitti,pgd,inf,0.03,True,negative,epe,2024-05-15 02:43:08,00:12:55,kitti-2015,66.22991472542286,0.10804303920343045,0.1433938231929642,0.17438584520481526,85.66008566856384,,11.374227986931801,,-0.7122459096461534,0.7122459096461534,10.26223155528307,,0.1539156526332954,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
677,2024-05-15 02:34:14,rpknet,kitti,pgd,inf,0.03,True,zero,epe,2024-05-15 02:46:44,00:12:30,kitti-2015,30.331332130730154,0.15806806264404258,0.22912296164009605,0.29015683350502514,77.08770374841988,,10.644154888391494,,0.0,0.8089700239524246,9.942978327274323,,0.165651255894918,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
678,2024-05-15 02:42:18,rpknet,kitti,pgd,inf,0.03,False,,epe,2024-05-15 02:54:52,00:12:34,kitti-2015,28.519893093109133,0.40854040870442987,0.6080560103338212,0.6657892994955182,37.46779257595539,,,,,,,,,,,,,,,,,,0.17545411550439893,10.0,0.01,,,,,,,ground_truth,,,,,
679,2024-05-15 02:44:19,rpknet,kitti,cospgd,inf,0.03,True,negative,epe,2024-05-15 02:57:15,00:12:55,kitti-2015,65.90366070270538,0.1024808907398392,0.14146383491921824,0.17400722408521688,85.85292053699493,,12.391526998877525,,-0.7333348896261305,0.7333348896261305,11.36794338196516,,0.1490411709563341,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
680,2024-05-15 02:48:20,rpknet,kitti,cospgd,inf,0.03,True,zero,epe,2024-05-15 03:00:43,00:12:22,kitti-2015,30.27420970790088,0.14741616403273838,0.2281738650117768,0.29020378752844406,77.18261349409819,,10.253017018884421,,0.0,0.8276117628067732,9.622713417112827,,0.16645898653543553,,,,,,,,,,,10.0,0.01,,,,,,,ground_truth,,,,,
681,2024-05-15 02:56:24,rpknet,kitti,cospgd,inf,0.03,False,,epe,2024-05-15 03:09:03,00:12:38,kitti-2015,27.679028735756873,0.40365832195384427,0.6043630635924637,0.6643154024705291,37.85874937176705,,,,,,,,,,,,,,,,,,0.17529374575708062,10.0,0.01,,,,,,,ground_truth,,,,,
