model,highest_epe,dataset,checkpoint,attack,norm,epsilon,iterations,alpha,targeted,target,loss,l2_delta1_i1,l2_delta2_i1,l2_delta12_i1,l0_delta1_i1,l0_delta2_i1,l0_delta12_i1,l_inf_delta1_i1,l_inf_delta2_i1,l_inf_delta12_i1,epe_gt_i1,epe_target_i1,l2_delta1_i2,l2_delta2_i2,l2_delta12_i2,l0_delta1_i2,l0_delta2_i2,l0_delta12_i2,l_inf_delta1_i2,l_inf_delta2_i2,l_inf_delta12_i2,epe_gt_i2,epe_target_i2,l2_delta1_i3,l2_delta2_i3,l2_delta12_i3,l0_delta1_i3,l0_delta2_i3,l0_delta12_i3,l_inf_delta1_i3,l_inf_delta2_i3,l_inf_delta12_i3,epe_gt_i3,epe_target_i3,l2_delta1_i4,l2_delta2_i4,l2_delta12_i4,l0_delta1_i4,l0_delta2_i4,l0_delta12_i4,l_inf_delta1_i4,l_inf_delta2_i4,l_inf_delta12_i4,epe_gt_i4,epe_target_i4,l2_delta1_i5,l2_delta2_i5,l2_delta12_i5,l0_delta1_i5,l0_delta2_i5,l0_delta12_i5,l_inf_delta1_i5,l_inf_delta2_i5,l_inf_delta12_i5,epe_gt_i5,epe_target_i5,l2_delta1_i6,l2_delta2_i6,l2_delta12_i6,l0_delta1_i6,l0_delta2_i6,l0_delta12_i6,l_inf_delta1_i6,l_inf_delta2_i6,l_inf_delta12_i6,epe_gt_i6,epe_target_i6,l2_delta1_i7,l2_delta2_i7,l2_delta12_i7,l0_delta1_i7,l0_delta2_i7,l0_delta12_i7,l_inf_delta1_i7,l_inf_delta2_i7,l_inf_delta12_i7,epe_gt_i7,epe_target_i7,l2_delta1_i8,l2_delta2_i8,l2_delta12_i8,l0_delta1_i8,l0_delta2_i8,l0_delta12_i8,l_inf_delta1_i8,l_inf_delta2_i8,l_inf_delta12_i8,epe_gt_i8,epe_target_i8,l2_delta1_i9,l2_delta2_i9,l2_delta12_i9,l0_delta1_i9,l0_delta2_i9,l0_delta12_i9,l_inf_delta1_i9,l_inf_delta2_i9,l_inf_delta12_i9,epe_gt_i9,epe_target_i9,l2_delta1_i10,l2_delta2_i10,l2_delta12_i10,l0_delta1_i10,l0_delta2_i10,l0_delta12_i10,l_inf_delta1_i10,l_inf_delta2_i10,l_inf_delta12_i10,epe_gt_i10,epe_target_i10,l2_delta1_i11,l2_delta2_i11,l2_delta12_i11,l0_delta1_i11,l0_delta2_i11,l0_delta12_i11,l_inf_delta1_i11,l_inf_delta2_i11,l_inf_delta12_i11,epe_gt_i11,epe_target_i11,l2_delta1_i12,l2_delta2_i12,l2_delta12_i12,l0_delta1_i12,l0_delta2_i12,l0_delta12_i12,l_inf_delta1_i12,l_inf_delta2_i12,l_inf_delta12_i12,epe_gt_i12,epe_target_i12,l2_delta1_i13,l2_delta2_i13,l2_delta12_i13,l0_delta1_i13,l0_delta2_i13,l0_delta12_i13,l_inf_delta1_i13,l_inf_delta2_i13,l_inf_delta12_i13,epe_gt_i13,epe_target_i13,l2_delta1_i14,l2_delta2_i14,l2_delta12_i14,l0_delta1_i14,l0_delta2_i14,l0_delta12_i14,l_inf_delta1_i14,l_inf_delta2_i14,l_inf_delta12_i14,epe_gt_i14,epe_target_i14,l2_delta1_i15,l2_delta2_i15,l2_delta12_i15,l0_delta1_i15,l0_delta2_i15,l0_delta12_i15,l_inf_delta1_i15,l_inf_delta2_i15,l_inf_delta12_i15,epe_gt_i15,epe_target_i15,l2_delta1_i16,l2_delta2_i16,l2_delta12_i16,l0_delta1_i16,l0_delta2_i16,l0_delta12_i16,l_inf_delta1_i16,l_inf_delta2_i16,l_inf_delta12_i16,epe_gt_i16,epe_target_i16,l2_delta1_i17,l2_delta2_i17,l2_delta12_i17,l0_delta1_i17,l0_delta2_i17,l0_delta12_i17,l_inf_delta1_i17,l_inf_delta2_i17,l_inf_delta12_i17,epe_gt_i17,epe_target_i17,l2_delta1_i18,l2_delta2_i18,l2_delta12_i18,l0_delta1_i18,l0_delta2_i18,l0_delta12_i18,l_inf_delta1_i18,l_inf_delta2_i18,l_inf_delta12_i18,epe_gt_i18,epe_target_i18,l2_delta1_i19,l2_delta2_i19,l2_delta12_i19,l0_delta1_i19,l0_delta2_i19,l0_delta12_i19,l_inf_delta1_i19,l_inf_delta2_i19,l_inf_delta12_i19,epe_gt_i19,epe_target_i19,l2_delta1_i20,l2_delta2_i20,l2_delta12_i20,l0_delta1_i20,l0_delta2_i20,l0_delta12_i20,l_inf_delta1_i20,l_inf_delta2_i20,l_inf_delta12_i20,epe_target_i20,optim,boxconstraint,epe_gt_i0,epe_target_i0,epe,px1,px3,px5,outlier,own_epe,epe_orig_preds,own_epe_orig_preds,cosim_target,cosim_orig_preds,epe_ground_truth,own_epe_ground_truth,cosim_ground_truth,l2_delta1,l2_delta2,l2_delta12,l0_delta1,l0_delta2,l0_delta12,l_inf_delta1,l_inf_delta2,l_inf_delta12,cosim,own_epe_ground_truth_to_negative,own_epe_ground_truth_to_zero,epe_ground_truth_to_negative,epe_ground_truth_to_zero,name,severity,3dcc_intensity,3dcc_corruption,conf_f1,val,optimizer,steps,learn,alph,rendering,transparency,depth,scene,recolor,do,motionblur,flakesize,constant,motion,flake,frame,no,lr,unregistered,num,weather_type,start_time,end_time,duration,epe_initial_to_zero,epe_initial_to_negative,model_parameters,point_matching_method,time,epe_gt_i20
CCMR,25.357672345638274,kitti-2015,kitti,cospgd,inf,0.0314,20.0,0.01,False,,epe,0.0187476511020213,0.0187683517299592,0.0187580216769129,1344088.685,1344721.99,2688810.675,0.0313725769519805,0.0313725769519805,0.0313725769519805,2.5247635957598686,,0.0194532871153205,0.0195730743091553,0.0195133034791797,1343836.91,1344170.62,2688007.53,0.0313725769519805,0.0313725769519805,0.0313725769519805,4.917930989861488,,0.0201361353509128,0.0203248654399067,0.0202307808306068,1349765.54,1350068.735,2699834.275,0.0313725769519805,0.0313725769519805,0.0313725769519805,7.680770826339722,,0.0205084200110286,0.0207300419732928,0.0206196258217096,1351113.265,1351487.005,2702600.27,0.0313725769519805,0.0313725769519805,0.0313725769519805,10.50426138818264,,0.0207949563674628,0.0210110251978039,0.0209034036379307,1354365.295,1354924.06,2709289.355,0.0313725769519805,0.0313725769519805,0.0313725769519805,12.922292329072953,,0.0209218486957252,0.0211160445027053,0.0210193272214382,1355355.015,1355974.405,2711329.42,0.0313725769519805,0.0313725769519805,0.0313725769519805,14.331897760629651,,0.021029931679368,0.0212046636082232,0.0211176361143589,1357448.165,1358062.575,2715510.74,0.0313725769519805,0.0313725769519805,0.0313725769519805,15.969655430316925,,0.0210924441646784,0.0212558978796005,0.0211744828708469,1357977.905,1358686.41,2716664.315,0.0313725769519805,0.0313725769519805,0.0313725769519805,17.370832459926604,,0.0211434806045144,0.02130793989636,0.0212260284461081,1359332.5,1359943.07,2719275.57,0.0313725769519805,0.0313725769519805,0.0313725769519805,18.2897564303875,,0.0211785529926419,0.021342555899173,0.0212608701735734,1359660.255,1360397.035,2720057.29,0.0313725769519805,0.0313725769519805,0.0313725769519805,19.2989577960968,,0.0212107800692319,0.021375362239778,0.021293382262811,1360539.155,1361252.5,2721791.655,0.0313725769519805,0.0313725769519805,0.0313725769519805,20.31515630364418,,0.0212304456345737,0.0214024224318563,0.0213167563546448,1360730.2,1361519.235,2722249.435,0.0313725769519805,0.0313725769519805,0.0313725769519805,21.280676877498628,,0.0212490533757954,0.0214211753569543,0.0213354335352778,1361401.965,1362096.53,2723498.495,0.0313725769519805,0.0313725769519805,0.0313725769519805,21.517604284882545,,0.0212679544836282,0.0214347826689481,0.021351676126942,1361506.86,1362314.145,2723821.005,0.0313725769519805,0.0313725769519805,0.0313725769519805,22.349088057279587,,0.0212916493788361,0.0214623306225985,0.0213773040659725,1361823.325,1362662.505,2724485.83,0.0313725769519805,0.0313725769519805,0.0313725769519805,23.182072985172272,,0.0212963801156729,0.0214719788078218,0.0213845035433769,1361957.505,1362802.67,2724760.175,0.0313725769519805,0.0313725769519805,0.0313725769519805,23.43569863557816,,0.0213128840923309,0.0214976030774414,0.0214055919460952,1362213.985,1363033.89,2725247.875,0.0313725769519805,0.0313725769519805,0.0313725769519805,24.02023848295212,,0.0213211996667087,0.0215094656031578,0.021415690286085,1362274.17,1363089.4,2725363.57,0.0313725769519805,0.0313725769519805,0.0313725769519805,24.68255164980888,,0.0213415254838764,0.0215303443279117,0.02143628613092,1362376.6,1363244.98,2725621.58,0.0313725769519805,0.0313725769519805,0.0313725769519805,24.75685082435608,,0.021352733047679,0.0215394536592066,0.0214464460127055,1362447.3,1363254.05,2725701.35,0.0313725769519805,0.0313725769519805,0.0313725769519805,,ground_truth,,0.7469237457308918,31.19285155907273,9.833991309702396,0.6374249284155666,0.7599165035784244,0.796621657460928,22.12471517443657,34.48509948022664,,,,,,,,0.0214773545507341,0.0175466694496572,0.0196114051062613,1361429.745,1317816.255,2679246.0,0.0313725769519805,0.031372526474297,0.0313725769519805,0.1767655338160693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-09 20:04:43,2024-07-09 21:47:32,01:42:49,31.19285155907273,62.38570311814546,10780884.0,attention,01/2024,
CRAFT,109.17426559209824,kitti-2015,kitti,pgd,inf,0.0314,20.0,0.01,False,,epe,0.0187572925165295,0.0187644412275403,0.0187608777359127,1344406.38,1344768.515,2689174.895,0.0313725769519805,0.0313725769519805,0.0313725769519805,4.563927740454674,,0.0195038803759962,0.0196391108445823,0.0195716357603669,1343696.03,1343871.215,2687567.245,0.0313725769519805,0.0313725769519805,0.0313725769519805,10.04428425192833,,0.0201742885634303,0.0204156697727739,0.0202953861653804,1349810.47,1349496.77,2699307.24,0.0313725769519805,0.0313725769519805,0.0313725769519805,18.04783313512802,,0.0204820966720581,0.0207626892998814,0.020622946312651,1351355.09,1351248.955,2702604.045,0.0313725769519805,0.0313725769519805,0.0313725769519805,29.630290985107425,,0.0207066101487726,0.0209746295027434,0.020841149277985,1354829.72,1354750.185,2709579.905,0.0313725769519805,0.0313725769519805,0.0313725769519805,44.3994908285141,,0.0207730121165514,0.0209838812798261,0.0208788087218999,1355867.415,1355921.18,2711788.595,0.0313725769519805,0.0313725769519805,0.0313725769519805,58.9526656293869,,0.020849191956222,0.0209968490898609,0.0209232494328171,1357914.765,1358148.06,2716062.825,0.0313725769519805,0.0313725769519805,0.0313725769519805,70.19600227594375,,0.0208947701565921,0.0210003352724015,0.0209477233979851,1358518.35,1358714.445,2717232.795,0.0313725769519805,0.0313725769519805,0.0313725769519805,80.32763653039932,,0.0209570362884551,0.0210382933635264,0.0209978080634027,1359803.775,1360098.905,2719902.68,0.0313725769519805,0.0313725769519805,0.0313725769519805,81.89536705970764,,0.0210041189286857,0.0210670047998428,0.0210356958210468,1360171.71,1360360.41,2720532.12,0.0313725769519805,0.0313725769519805,0.0313725769519805,87.29895994782447,,0.0210551486164331,0.0211203796882182,0.021087905196473,1361007.265,1361212.36,2722219.625,0.0313725769519805,0.0313725769519805,0.0313725769519805,87.31264641046523,,0.0210968830808997,0.0211661948822438,0.0211316746007651,1361144.455,1361333.0,2722477.455,0.0313725769519805,0.0313725769519805,0.0313725769519805,95.63428032398224,,0.0211275856103748,0.0211972052790224,0.0211625511758029,1361780.975,1361901.365,2723682.34,0.0313725769519805,0.0313725769519805,0.0313725769519805,92.66284205198288,,0.0211596032977104,0.0212395570147782,0.021199746588245,1361818.485,1362036.765,2723855.25,0.0313725769519805,0.0313725769519805,0.0313725769519805,97.58478424549102,,0.0211834808904677,0.0212542079947888,0.0212189911678433,1362320.61,1362471.5,2724792.11,0.0313725769519805,0.0313725769519805,0.0313725769519805,104.8357756471634,,0.0212112505175173,0.0212783658783882,0.0212449532747268,1362265.52,1362573.665,2724839.185,0.0313725769519805,0.0313725769519805,0.0313725769519805,97.73249376952649,,0.0212272727768868,0.0212944920640438,0.0212610302120447,1362642.315,1362757.445,2725399.76,0.0313725769519805,0.0313725769519805,0.0313725769519805,97.94481785774232,,0.0212521906755864,0.0213186025153845,0.0212855571694672,1362650.27,1362845.39,2725495.66,0.0313725769519805,0.0313725769519805,0.0313725769519805,103.91615963935853,,0.0212684077769517,0.0213242879789322,0.0212965002469718,1362831.97,1362959.445,2725791.415,0.0313725769519805,0.0313725769519805,0.0313725769519805,104.4260561800003,,0.0212790054455399,0.0213353809621185,0.0213073496706783,1362862.24,1363017.745,2725879.985,0.0313725769519805,0.0313725769519805,0.0313725769519805,,ground_truth,,0.5942410046420992,31.445914228409528,106.27486249446868,0.016503330773221,0.0776502875890582,0.1185778778517124,91.78298244476318,166.4390625667572,,,,,,,,0.021284146644175,0.0213583393488079,0.0213214062433689,1362769.13,1363029.645,2725798.775,0.0313725769519805,0.0313725769519805,0.0313725769519805,0.1579768685263116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-10 03:59:41,2024-07-10 05:59:28,01:59:47,31.445914228409528,62.891828456819056,6307435.0,attention,03/2022,
CSFlow,140.20109856128693,kitti-2015,kitti,pgd,inf,0.0314,20.0,0.01,False,,epe,0.0187560384348034,0.0187628303561359,0.0187594463489949,1344752.35,1344659.085,2689411.435,0.0313725769519805,0.0313725769519805,0.0313725769519805,4.582747023105622,,0.0194878543168306,0.0195907856430858,0.0195394025649875,1344091.405,1344379.77,2688471.175,0.0313725769519805,0.0313725769519805,0.0313725769519805,9.438608564138413,,0.0201150188967585,0.0202895624749362,0.0202025074139237,1350420.795,1350323.01,2700743.805,0.0313725769519805,0.0313725769519805,0.0313725769519805,15.874096693992614,,0.0204110534675419,0.0206109194178134,0.0205112694017589,1351850.445,1352013.055,2703863.5,0.0313725769519805,0.0313725769519805,0.0313725769519805,24.05763871431351,,0.0206273980624973,0.0208104120753705,0.0207191569823771,1355224.975,1355528.425,2710753.4,0.0313725769519805,0.0313725769519805,0.0313725769519805,35.773747272491455,,0.0207029102835804,0.0208499658852815,0.0207766199018806,1356163.36,1356692.42,2712855.78,0.0313725769519805,0.0313725769519805,0.0313725769519805,50.519702177047726,,0.0207687688805162,0.0208671116363257,0.0208180514816194,1358346.705,1358921.285,2717267.99,0.0313725769519805,0.0313725769519805,0.0313725769519805,64.8553759098053,,0.0208030797634273,0.0208692912198603,0.0208362735342234,1358864.57,1359524.03,2718388.6,0.0313725769519805,0.0313725769519805,0.0313725769519805,79.58963447570801,,0.0208461944200098,0.0208862917404621,0.0208663232158869,1360272.98,1360862.2,2721135.18,0.0313725769519805,0.0313725769519805,0.0313725769519805,92.8538872051239,,0.0208744549099355,0.0209004237409681,0.0208875230327248,1360579.325,1361261.07,2721840.395,0.0313725769519805,0.0313725769519805,0.0313725769519805,99.44039500713347,,0.0209193581994622,0.0209409480355679,0.020930246124044,1361468.03,1362024.905,2723492.935,0.0313725769519805,0.0313725769519805,0.0313725769519805,103.49837067127228,,0.0209522050246596,0.0209747799672186,0.0209635987877845,1361730.795,1362217.88,2723948.675,0.0313725769519805,0.0313725769519805,0.0313725769519805,110.83992017745972,,0.0209821560233831,0.0210023159068077,0.0209923523943871,1362332.6,1362765.42,2725098.02,0.0313725769519805,0.0313725769519805,0.0313725769519805,111.88324530124665,,0.0210088961478322,0.0210344169661402,0.0210217707883566,1362431.155,1362966.24,2725397.395,0.0313725769519805,0.0313725769519805,0.0313725769519805,118.00306490898132,,0.0210346410702914,0.0210634751524776,0.021049230787903,1362854.745,1363276.75,2726131.495,0.0313725769519805,0.0313725769519805,0.0313725769519805,124.06329812526702,,0.0210487065743654,0.021064238930121,0.0210566272120922,1362952.19,1363498.455,2726450.645,0.0313725769519805,0.0313725769519805,0.0313725769519805,133.84130821228027,,0.0210690205357968,0.021085242992267,0.0210772946756333,1363223.905,1363652.43,2726876.335,0.0313725769519805,0.0313725769519805,0.0313725769519805,130.3065801715851,,0.0210854581743478,0.0211013456713408,0.0210935607273131,1363259.785,1363737.06,2726996.845,0.0313725769519805,0.0313725769519805,0.0313725769519805,133.90527994155883,,0.0211053991038352,0.0211266554053872,0.0211162233911454,1363452.69,1363880.48,2727333.17,0.0313725769519805,0.0313725769519805,0.0313725769519805,135.53572408676146,,0.0211170738749206,0.0211474175471812,0.0211324857268482,1363444.275,1363907.17,2727351.445,0.0313725769519805,0.0313725769519805,0.0313725769519805,,ground_truth,,0.7108752788975835,30.985925159230828,140.20109856128693,0.0158072079270277,0.059984520621283,0.0909441111843625,93.81515279769896,179.06949378967286,,,,,,,,0.0211170738749206,0.0211474175471812,0.0211324857268482,1363444.275,1363907.17,2727351.445,0.0313725769519805,0.0313725769519805,0.0313725769519805,0.1624509471654892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-08 02:13:01,2024-07-08 02:54:21,00:41:20,30.985925159230828,61.971850318461655,5604672.0,correlation,02/2022,
DICL-Flow,61.117323254302185,sintel-clean,sintel,pgd,inf,0.0314,20.0,0.01,False,,epe,0.0192037084382331,0.0191999786174663,0.0192018472996614,1332652.141210375,1332589.632084534,2665241.773294909,0.0313725769519805,0.0313725769519805,0.0313725769519805,3.763913501007527,,0.0198272695419567,0.0197890585504908,0.0198081792864544,1332436.7367915467,1332342.3246878,2664779.061479347,0.0313725769519805,0.0313725769519805,0.0313725769519805,5.8965422133776455,,0.0204990648813939,0.0204620916936743,0.0204805935805486,1333028.1008645534,1332926.4351585014,2665954.5360230547,0.0313725769519805,0.0313725769519805,0.0313725769519805,8.004676140465493,,0.0208507708070744,0.0208226883216733,0.0208367449996364,1333183.1738712776,1333101.3736791546,2666284.5475504324,0.0313725769519805,0.0313725769519805,0.0313725769519805,10.082355246878263,,0.0211210280825007,0.0211182463248542,0.0211196485423732,1333637.6243996157,1333544.0057636888,2667181.6301633045,0.0313725769519805,0.0313725769519805,0.0313725769519805,12.20261149630881,,0.0212604026958761,0.021272134340004,0.0212662830773479,1333754.9788664745,1333661.538904899,2667416.517771373,0.0313725769519805,0.0313725769519805,0.0313725769519805,15.241060013271776,,0.021392675914679,0.0214185504820716,0.0214056340471182,1334026.6685878965,1333919.390970221,2667946.0595581173,0.0313725769519805,0.0313725769519805,0.0313725769519805,18.650578487846968,,0.0214582970947399,0.0214838239647927,0.0214710838262503,1334080.409221902,1333986.7425552353,2668067.151777137,0.0313725769519805,0.0313725769519805,0.0313725769519805,22.73592318031905,,0.0215256809955686,0.021557337997211,0.021541538046213,1334256.474543708,1334151.990393852,2668408.4649375603,0.0313725769519805,0.0313725769519805,0.0313725769519805,26.10497150686816,,0.0215509669617262,0.0215800089688254,0.0215655166913435,1334301.5004803075,1334201.2497598464,2668502.7502401536,0.0313725769519805,0.0313725769519805,0.0313725769519805,30.02130581208081,,0.021585888550487,0.0216185222527479,0.0216022396064743,1334421.6820365037,1334312.088376561,2668733.7704130644,0.0313725769519805,0.0313725769519805,0.0313725769519805,34.319663947414135,,0.0215881062719852,0.0216152930755694,0.0216017334107363,1334456.6272814602,1334349.5148895292,2668806.1421709894,0.0313725769519805,0.0313725769519805,0.0313725769519805,38.23476209741276,,0.0215995296528142,0.0216277541197285,0.0216136817586868,1334545.4111431316,1334434.0432276656,2668979.454370797,0.0313725769519805,0.0313725769519805,0.0313725769519805,40.25290224897987,,0.0215978046090097,0.0216226554533876,0.0216102721947929,1334569.3746397696,1334458.906820365,2669028.2814601343,0.0313725769519805,0.0313725769519805,0.0313725769519805,44.404853446110295,,0.0216008036001071,0.0216241077511901,0.0216125015269582,1334629.455331412,1334526.491834774,2669155.9471661863,0.0313725769519805,0.0313725769519805,0.0313725769519805,47.24955040806194,,0.021591307820822,0.0216104784957155,0.0216009422553404,1334653.0585975023,1334552.6589817484,2669205.7175792507,0.0313725769519805,0.0313725769519805,0.0313725769519805,49.86463997389237,,0.0215901389224213,0.021606547788401,0.0215984011385643,1334705.111431316,1334600.2814601343,2669305.3928914503,0.0313725769519805,0.0313725769519805,0.0313725769519805,52.48573816658555,,0.0215816302466547,0.0215910487646356,0.0215864025868697,1334726.2026897217,1334627.0730067242,2669353.2756964457,0.0313725769519805,0.0313725769519805,0.0313725769519805,55.286374213945166,,0.0215795734247745,0.0215851662807545,0.0215824403988839,1334763.9164265129,1334663.5715658022,2669427.487992315,0.0313725769519805,0.0313725769519805,0.0313725769519805,57.76663304566192,,0.0215699542671671,0.0215685590314361,0.0215693346128998,1334781.8799231509,1334684.9596541787,2669466.8395773293,0.0313725769519805,0.0313725769519805,0.0313725769519805,,ground_truth,,1.116071397297292,13.0981891446109,61.117323254302185,0.0050724701566648,0.0292903147247355,0.0565680061325435,97.04117406868912,61.11732070475788,,,,,,,,0.0215699542671671,0.0215685590314361,0.0215693346128998,1334781.8799231509,1334684.9596541787,2669466.8395773293,0.0313725769519805,0.0313725769519805,0.0313725769519805,0.1999861179706748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-25 10:40:34,2024-07-25 12:50:55,02:10:21,13.0981891446109,26.1963782892218,11226036.0,cnn,10/2020,
DIP,35.47743103027344,kitti-2015,kitti,pgd,inf,0.0314,20.0,0.01,False,,epe,0.0187594191171228,0.0187683474179357,0.0187639144528657,1344634.865,1344883.78,2689518.645,0.0313725769519805,0.0313725769519805,0.0313725769519805,3.496382979750633,,0.0195123033132404,0.0195701333787292,0.0195412756223231,1344536.64,1343910.385,2688447.025,0.0313725769519805,0.0313725769519805,0.0313725769519805,6.385045084953308,,0.0202184353675693,0.020296272272244,0.0202574208937585,1350365.5,1349826.98,2700192.48,0.0313725769519805,0.0313725769519805,0.0313725769519805,9.739486784934998,,0.0205701314937323,0.0206196777429431,0.0205949562694877,1351735.085,1351321.14,2703056.225,0.0313725769519805,0.0313725769519805,0.0313725769519805,13.755026643276215,,0.0208035962376743,0.0207878511305898,0.0207957763317972,1355567.875,1355118.335,2710686.21,0.0313725769519805,0.0313725769519805,0.0313725769519805,16.922497944831846,,0.0208612915780395,0.0207817358151078,0.0208216299302875,1357039.88,1356206.625,2713246.505,0.0313725769519805,0.0313725769519805,0.0313725769519805,17.329266793727875,,0.0209256920963525,0.0207805886585265,0.0208533452730625,1359474.85,1358715.89,2718190.74,0.0313725769519805,0.0313725769519805,0.0313725769519805,19.872966735363008,,0.0209729474689811,0.0207899293210357,0.020881721470505,1360036.32,1359397.01,2719433.33,0.0313725769519805,0.0313725769519805,0.0313725769519805,22.516496930122376,,0.0210330648906528,0.0208135770820081,0.0209237230662256,1361774.075,1360729.29,2722503.365,0.0313725769519805,0.0313725769519805,0.0313725769519805,24.246209108829497,,0.0210768567025661,0.0208305072318762,0.0209541645180433,1361978.14,1361108.26,2723086.4,0.0313725769519805,0.0313725769519805,0.0313725769519805,26.542738800048827,,0.021118097892031,0.0208448300790041,0.0209820371679961,1362944.535,1362149.66,2725094.195,0.0313725769519805,0.0313725769519805,0.0313725769519805,27.07495363950729,,0.0211426221393048,0.0208525498304516,0.0209981983993202,1363054.81,1362369.09,2725423.9,0.0313725769519805,0.0313725769519805,0.0313725769519805,27.255134439468385,,0.0211873062513768,0.0208707372378557,0.021029758984223,1363838.855,1362833.065,2726671.92,0.0313725769519805,0.0313725769519805,0.0313725769519805,29.09698486804962,,0.0212198842130601,0.0208851437922567,0.0210533058084547,1363877.795,1362976.02,2726853.815,0.0313725769519805,0.0313725769519805,0.0313725769519805,31.04252572774887,,0.0212528281658887,0.0208970975223928,0.0210758205223828,1364354.2,1363150.72,2727504.92,0.0313725769519805,0.0313725769519805,0.0313725769519805,32.02098034620285,,0.0212714931834489,0.0208875671122223,0.0210805323440581,1364466.9,1363603.995,2728070.895,0.0313725769519805,0.0313725769519805,0.0313725769519805,31.59050151348114,,0.0213004452548921,0.0209003305528312,0.0211014849040657,1364793.56,1363742.57,2728536.13,0.0313725769519805,0.0313725769519805,0.0313725769519805,32.31542072534561,,0.0213393615372478,0.0209113988839089,0.0211266278102993,1364834.325,1363851.82,2728686.145,0.0313725769519805,0.0313725769519805,0.0313725769519805,33.35545867919922,,0.0213392204884439,0.0209161400329321,0.0211289075668901,1364974.275,1363968.7,2728942.975,0.0313725769519805,0.0313725769519805,0.0313725769519805,34.09266360521317,,0.0213593764975667,0.0209240291453897,0.0211429946869611,1365107.18,1363956.35,2729063.53,0.0313725769519805,0.0313725769519805,0.0313725769519805,,ground_truth,,1.1287061936035752,31.12588513210416,35.47743103027344,0.0658197985679726,0.1879332914203405,0.2650273174233735,80.06009675979614,67.4461648607254,,,,,,,,0.0213593764975667,0.0209240291453897,0.0211429946869611,1365107.18,1363956.35,2729063.53,0.0313725769519805,0.0313725769519805,0.0313725769519805,0.1716789991548284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-10 03:34:18,2024-09-10 04:55:23,01:21:05,31.12588513210416,62.25177026420832,5371968.0,correlation,04/2022,
